Field1,id,extra__id,extra__loc,extra__rec,extra__cre,extra__exc,extra__das,extra__sou,extra__sub,geometry,extra__s_1,extra__s_2,extra__s_3,extra__s_4,extra__s_5,extra__s_6,extra__s_7,extra__s_8,extra__s_9,extra___10,extra___11,extra___12,extra___13,extra___14,extra___15,extra___16,extra___17,extra___18,extra___19,extra___20,extra___21,extra___22,groupby_co,fixtime,junk_statu,longitude,latitude
"1666",5495598b-966e-459a-a3a6-21f7334f874b,5495598b-966e-459a-a3a6-21f7334f874b,"{'longitude': 35.34048557281494, 'latitude': -1.2897777557373047}",2024-08-13 07:33:10+00:00,2024-08-13 08:04:16+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.34048557281494 -1.2897777557373047),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-13 07:33:10+00:00,False,35.34048557280,-1.28977775574
"1695",0082ac28-a25d-4127-9dcd-b823d31c8d99,0082ac28-a25d-4127-9dcd-b823d31c8d99,"{'longitude': 35.38329362869263, 'latitude': -1.2918591499328613}",2024-08-13 13:39:28+00:00,2024-08-13 14:03:46+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.38329362869263 -1.2918591499328613),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-13 13:39:28+00:00,False,35.38329362870,-1.29185914993
"1725",c0b2d283-347f-4d17-95df-7d9bbb93dded,c0b2d283-347f-4d17-95df-7d9bbb93dded,"{'longitude': 35.38627624511719, 'latitude': -1.2855398654937744}",2024-08-13 20:00:51+00:00,2024-08-13 20:03:36+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.38627624511719 -1.2855398654937744),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-13 20:00:51+00:00,False,35.38627624510,-1.28553986549
"1817",4a1a6ffa-6b54-4fb2-a474-05d247a17457,4a1a6ffa-6b54-4fb2-a474-05d247a17457,"{'longitude': 35.388357639312744, 'latitude': -1.2843596935272217}",2024-08-14 14:38:12+00:00,2024-08-14 15:03:49+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.388357639312744 -1.2843596935272217),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-14 14:38:12+00:00,False,35.38835763930,-1.28435969353
"1983",6ee88120-7d72-48ed-9332-d21622a8720e,6ee88120-7d72-48ed-9332-d21622a8720e,"{'longitude': 35.386319160461426, 'latitude': -1.2855184078216553}",2024-08-15 21:36:14+00:00,2024-08-16 04:32:44+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.386319160461426 -1.2855184078216553),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-15 21:36:14+00:00,False,35.38631916050,-1.28551840782
"2012",ef8edcb5-8e02-4d7b-9fa0-fc311c4a5434,ef8edcb5-8e02-4d7b-9fa0-fc311c4a5434,"{'longitude': 35.38627624511719, 'latitude': -1.285625696182251}",2024-08-16 03:32:01+00:00,2024-08-16 04:32:45+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.38627624511719 -1.285625696182251),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-16 03:32:01+00:00,False,35.38627624510,-1.28562569618
"2043",90faf3da-d2f2-4999-9b60-cba160319bea,90faf3da-d2f2-4999-9b60-cba160319bea,"{'longitude': 35.39093255996704, 'latitude': -1.273341178894043}",2024-08-16 09:38:12+00:00,2024-08-16 10:03:41+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.39093255996704 -1.273341178894043),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-16 09:38:12+00:00,False,35.39093256000,-1.27334117889
"2074",b23c8fd6-31c7-4434-accd-a0c6d8efbc8c,b23c8fd6-31c7-4434-accd-a0c6d8efbc8c,"{'longitude': 35.38629770278931, 'latitude': -1.2856042385101318}",2024-08-16 15:42:58+00:00,2024-08-16 16:04:14+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.38629770278931 -1.2856042385101318),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-16 15:42:58+00:00,False,35.38629770280,-1.28560423851
"2128",1fcb1c59-7ab2-414d-b7ef-35974f2a9398,1fcb1c59-7ab2-414d-b7ef-35974f2a9398,"{'longitude': 35.38621187210083, 'latitude': -1.2856364250183105}",2024-08-17 04:05:28+00:00,2024-08-17 04:32:57+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.38621187210083 -1.2856364250183105),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-17 04:05:28+00:00,False,35.38621187210,-1.28563642502
"2156",dd08dcc3-90de-44a6-9bfd-782d8eacc4d4,dd08dcc3-90de-44a6-9bfd-782d8eacc4d4,"{'longitude': 35.3875207901001, 'latitude': -1.285947561264038}",2024-08-17 10:27:26+00:00,2024-08-17 10:33:10+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,b8693d96-8b14-4704-b750-fd50d48d20d6,de492137-9ad6-42fd-be4b-3c3483d7e33e,POINT (35.3875207901001 -1.285947561264038),observations.subject,de492137-9ad6-42fd-be4b-3c3483d7e33e,2205B0011,wildlife,cow,,"{'rgb': '184, 12, 245', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:32:04.781663+03:00,2024-09-26T10:10:43.242754+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:42:01+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38625478744507, -1.285636425018311]}, 'properties': {'title': '2205B0011', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'de492137-9ad6-42fd-be4b-3c3483d7e33e', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/de492137-9ad6-42fd-be4b-3c3483d7e33e,#B80CF5,de492137-9ad6-42fd-be4b-3c3483d7e33e,2024-08-17 10:27:26+00:00,False,35.38752079010,-1.28594756126
