Field1,id,extra__id,extra__loc,extra__rec,extra__cre,extra__exc,extra__das,extra__sou,extra__sub,geometry,extra__s_1,extra__s_2,extra__s_3,extra__s_4,extra__s_5,extra__s_6,extra__s_7,extra__s_8,extra__s_9,extra___10,extra___11,extra___12,extra___13,extra___14,extra___15,extra___16,extra___17,extra___18,extra___19,extra___20,extra___21,extra___22,groupby_co,fixtime,junk_statu,longitude,latitude
"1681",1a082874-c4d7-4684-8aaa-d9695ed2e24c,1a082874-c4d7-4684-8aaa-d9695ed2e24c,"{'longitude': 35.38569688796997, 'latitude': -1.2963652610778809}",2024-08-13 11:25:36+00:00,2024-08-13 11:32:59+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38569688796997 -1.2963652610778809),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-13 11:25:36+00:00,False,35.38569688800,-1.29636526108
"1710",d260000d-d2c9-4177-8864-ffe2fb4078d0,d260000d-d2c9-4177-8864-ffe2fb4078d0,"{'longitude': 35.3865122795105, 'latitude': -1.304401159286499}",2024-08-13 17:09:29+00:00,2024-08-13 17:32:59+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.3865122795105 -1.304401159286499),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-13 17:09:29+00:00,False,35.38651227950,-1.30440115929
"1741",58e12d22-0bfe-412d-ac59-840c836c8a32,58e12d22-0bfe-412d-ac59-840c836c8a32,"{'longitude': 35.38649082183838, 'latitude': -1.3044226169586182}",2024-08-13 23:19:00+00:00,2024-08-14 06:03:36+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38649082183838 -1.3044226169586182),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-13 23:19:00+00:00,False,35.38649082180,-1.30442261696
"1775",ef0bea8f-b4c3-406f-aeb0-ec0898d9e27d,ef0bea8f-b4c3-406f-aeb0-ec0898d9e27d,"{'longitude': 35.38638353347778, 'latitude': -1.3044548034667969}",2024-08-14 05:43:23+00:00,2024-08-14 06:33:17+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38638353347778 -1.3044548034667969),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-14 05:43:23+00:00,False,35.38638353350,-1.30445480347
"1801",80072fa3-52de-4fc8-89f3-fa1d5709fb8c,80072fa3-52de-4fc8-89f3-fa1d5709fb8c,"{'longitude': 35.38964509963989, 'latitude': -1.2963330745697021}",2024-08-14 11:34:12+00:00,2024-08-14 12:03:17+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38964509963989 -1.2963330745697021),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-14 11:34:12+00:00,False,35.38964509960,-1.29633307457
"1837",2c274319-088c-4aa1-a65e-b471ceed5599,2c274319-088c-4aa1-a65e-b471ceed5599,"{'longitude': 35.38649082183838, 'latitude': -1.3043904304504395}",2024-08-14 17:41:56+00:00,2024-08-14 18:02:49+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38649082183838 -1.3043904304504395),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-14 17:41:56+00:00,False,35.38649082180,-1.30439043045
"1901",76670394-f011-4e82-9f64-a686245b5989,76670394-f011-4e82-9f64-a686245b5989,"{'longitude': 35.38649082183838, 'latitude': -1.3044333457946777}",2024-08-15 05:48:03+00:00,2024-08-15 07:03:17+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38649082183838 -1.3044333457946777),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-15 05:48:03+00:00,False,35.38649082180,-1.30443334579
"1929",5fb0d414-bc69-4038-b9cf-a50a0ad741e7,5fb0d414-bc69-4038-b9cf-a50a0ad741e7,"{'longitude': 35.390117168426514, 'latitude': -1.2957000732421875}",2024-08-15 11:59:39+00:00,2024-08-15 12:03:17+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.390117168426514 -1.2957000732421875),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-15 11:59:39+00:00,False,35.39011716840,-1.29570007324
"1962",3aef05ad-c1de-445d-9cff-eaea3a374995,3aef05ad-c1de-445d-9cff-eaea3a374995,"{'longitude': 35.38649082183838, 'latitude': -1.304304599761963}",2024-08-15 18:21:30+00:00,2024-08-15 18:33:44+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38649082183838 -1.304304599761963),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-15 18:21:30+00:00,False,35.38649082180,-1.30430459976
"1995",39c44377-cee1-472e-87ca-339f2f6dc3a3,39c44377-cee1-472e-87ca-339f2f6dc3a3,"{'longitude': 35.38649082183838, 'latitude': -1.3043797016143799}",2024-08-16 00:30:59+00:00,2024-08-16 04:32:22+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,bc852ad3-d837-44f3-a065-3269db07d2d7,9fdc27f8-03fa-4418-8091-24aacfc50a2c,POINT (35.38649082183838 -1.3043797016143799),observations.subject,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2205B0327,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-25T17:31:53.796480+03:00,2024-07-25T17:31:53.796545+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:47:30+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.38636207580566, -1.304476261138916]}, 'properties': {'title': '2205B0327', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': '9fdc27f8-03fa-4418-8091-24aacfc50a2c', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/9fdc27f8-03fa-4418-8091-24aacfc50a2c,#ff0000,9fdc27f8-03fa-4418-8091-24aacfc50a2c,2024-08-16 00:30:59+00:00,False,35.38649082180,-1.30437970161
