Field1,id,extra__id,extra__loc,extra__rec,extra__cre,extra__exc,extra__das,extra__sou,extra__sub,geometry,extra__s_1,extra__s_2,extra__s_3,extra__s_4,extra__s_5,extra__s_6,extra__s_7,extra__s_8,extra__s_9,extra___10,extra___11,extra___12,extra___13,extra___14,extra___15,extra___16,extra___17,extra___18,extra___19,extra___20,extra___21,extra___22,groupby_co,fixtime,junk_statu,longitude,latitude
"260",ea46e570-f16a-408d-8a0a-1631ea8c5ce0,ea46e570-f16a-408d-8a0a-1631ea8c5ce0,"{'longitude': 35.239763259887695, 'latitude': -1.380457878112793}",2024-07-29 21:09:21+00:00,2024-07-29 21:32:14+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.239763259887695 -1.380457878112793),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-29 21:09:21+00:00,False,35.23976325990,-1.38045787811
"268",2317eedc-6088-4838-99da-5422218fa5ab,2317eedc-6088-4838-99da-5422218fa5ab,"{'longitude': 35.239806175231934, 'latitude': -1.380554437637329}",2024-07-30 03:08:56+00:00,2024-07-30 03:32:10+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.239806175231934 -1.380554437637329),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-30 03:08:56+00:00,False,35.23980617520,-1.38055443764
"328",8c87e407-6b15-425b-9c35-916c1f367c22,8c87e407-6b15-425b-9c35-916c1f367c22,"{'longitude': 35.23989200592041, 'latitude': -1.3805007934570312}",2024-07-30 15:41:36+00:00,2024-07-30 16:03:22+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.23989200592041 -1.3805007934570312),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-30 15:41:36+00:00,False,35.23989200590,-1.38050079346
"349",8daf474a-4fa1-46c5-ba28-cba0be76e88a,8daf474a-4fa1-46c5-ba28-cba0be76e88a,"{'longitude': 35.23987054824829, 'latitude': -1.3804364204406738}",2024-07-30 21:44:57+00:00,2024-07-30 22:02:42+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.23987054824829 -1.3804364204406738),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-30 21:44:57+00:00,False,35.23987054820,-1.38043642044
"368",b7fccac3-7207-49e6-8be9-54036a9c8887,b7fccac3-7207-49e6-8be9-54036a9c8887,"{'longitude': 35.239784717559814, 'latitude': -1.3805651664733887}",2024-07-31 03:58:12+00:00,2024-07-31 04:32:07+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.239784717559814 -1.3805651664733887),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-31 03:58:12+00:00,False,35.23978471760,-1.38056516647
"396",dd49e613-ce95-4f7d-8e66-72ef58db3ed9,dd49e613-ce95-4f7d-8e66-72ef58db3ed9,"{'longitude': 35.251264572143555, 'latitude': -1.3862943649291992}",2024-07-31 09:59:55+00:00,2024-07-31 10:32:53+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.251264572143555 -1.3862943649291992),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-31 09:59:55+00:00,False,35.25126457210,-1.38629436493
"425",8ab87dfd-0907-406e-abef-0e158bed7e83,8ab87dfd-0907-406e-abef-0e158bed7e83,"{'longitude': 35.23982763290405, 'latitude': -1.3804686069488525}",2024-07-31 16:03:01+00:00,2024-07-31 16:33:29+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.23982763290405 -1.3804686069488525),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-31 16:03:01+00:00,False,35.23982763290,-1.38046860695
"446",7e795e73-a8f6-4beb-831d-eee7d92cd1c0,7e795e73-a8f6-4beb-831d-eee7d92cd1c0,"{'longitude': 35.23987054824829, 'latitude': -1.3804042339324951}",2024-07-31 22:12:42+00:00,2024-07-31 22:32:23+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.23987054824829 -1.3804042339324951),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-07-31 22:12:42+00:00,False,35.23987054820,-1.38040423393
"473",e477ac77-e9bb-4a8c-a993-cc4a729b25b7,e477ac77-e9bb-4a8c-a993-cc4a729b25b7,"{'longitude': 35.239806175231934, 'latitude': -1.380479335784912}",2024-08-01 04:16:09+00:00,2024-08-01 04:32:18+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.239806175231934 -1.380479335784912),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-08-01 04:16:09+00:00,False,35.23980617520,-1.38047933578
"502",fa3a2bb4-f21d-44bc-9075-48ba9ffc4512,fa3a2bb4-f21d-44bc-9075-48ba9ffc4512,"{'longitude': 35.24914026260376, 'latitude': -1.3844597339630127}",2024-08-01 10:50:01+00:00,2024-08-01 11:03:24+00:00,"0",b8573f85-4676-4786-a0a1-1aa5d7feea08,5a665fb7-c7cb-40a9-8449-1bd81faa03d4,aceafcd4-bd1d-4df7-bc02-e506369e0d69,POINT (35.24914026260376 -1.3844597339630127),observations.subject,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2207B1423,wildlife,cow,,"{'rgb': '', 'sex': '', 'region': '', 'country': '', 'external_id': '', 'tm_animal_id': '', 'external_name': ''}",2024-07-26T10:01:43.373425+03:00,2024-07-26T10:01:43.373509+03:00,True,,,,,True,/static/cow-black.svg,"{'last_voice_call_start_at': None, 'radio_state_at': None, 'radio_state': 'na'}",2024-10-19T03:16:19+00:00,"{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [35.23980617523193, -1.380479335784912]}, 'properties': {'title': '2207B1423', 'subject_type': 'wildlife', 'subject_subtype': 'cow', 'id': 'aceafcd4-bd1d-4df7-bc02-e506369e0d69', 'stroke':",,https://kwt.pamdas.org/api/v1.0/subject/aceafcd4-bd1d-4df7-bc02-e506369e0d69,#ff0000,aceafcd4-bd1d-4df7-bc02-e506369e0d69,2024-08-01 10:50:01+00:00,False,35.24914026260,-1.38445973396
